model,category,key_no,symbol,part_number,description
SA-9500II,Integrated Amplifier,,,2SD588A/A/-R or Q,Transistor
SA-8500II,Integrated Amplifier,,,AAB-116,Knob (BASS)
SA-8500II,Integrated Amplifier,,,AKB-036,Terminal (TUNER/AUX)
SA-6500II,Integrated Amplifier,,,AKB-035,Terminal (TAPE 1)
SA-6500II,Integrated Amplifier,,,ADG-005,AC cord
SA-9800,Integrated Amplifier,,C1,ACG-001,Ceramic 0.01/250V
SA-9800,Integrated Amplifier,,T1,ATT-559,Power transformer (S/G)
SA-7800,Integrated Amplifier,,,ASK-110,Lever switch (TONE)
SA-1000,Integrated Amplifier,,S18,S61-006-0,Relay
SA-1000,Integrated Amplifier,,,A19-096-0,Lever switch knob
SPEC-1,Pre-Amplifier,,,AAD-109,Knob (POWER)
SPEC-1,Pre-Amplifier,,,ANK-084,Handle
SPEC-1,Pre-Amplifier,,,ACT-305,"Variable resistor 10kΩ-HB, 2kΩ-HB (PHONO 2 LEVEL)"
SPEC-1,Pre-Amplifier,,,ASK-080,Lever switch (POWER)
SPEC-1,Pre-Amplifier,,,AWX-091,Fuse board assembly
SX-450,Receiver,,L1,T24-030,Ferry inductor
SA-800,Integrated Amplifier,,S8,S16-046-A,TREBLE Switch
SA-800,Integrated Amplifier,,,K22-013-D,6P Input terminal board
SA-800,Integrated Amplifier,,,E22-020-0,Pilot lamp
SA-700,Integrated Amplifier,,,K21-005-C,Terminal 1P
SA-600,Integrated Amplifier,,,E21-026-O,2A fuse (with the lead wire - KCW)
SA-600,Integrated Amplifier,,,E21-020-0,1A fuse (with lead wire - FVW)
SA-500A,Integrated Amplifier,,,ANE-006-A,Metal Cover
SA-500A,Integrated Amplifier,,,K13-047-O,4P Ground Terminal
SA-500A,Integrated Amplifier,,,E21-026-0,Fuse 2A for Protection (FV)
SPEC-2,Amplifier,,R2,RS3P 472K,Metal oxide 4.7k 3W
SPEC-2,Amplifier,,RL1,ASR-015,Relay (Meter Amplifier Assembly - Primary Surge Current Control)
SPEC-4,Amplifier,,C9,ACG-001,Ceramlc 0.01 250V
SPEC-4,Amplifier,,Q3,2SB554-H or O (2SB600-R or S),Transistor
RT-1011L,Reel To Reel Tape,1-12,,REB-052-0,Shading washer
RT-1011L,Reel To Reel Tape,2-17,,RXA-399-0,Pinch arm (A) assembly
RT-1011L,Reel To Reel Tape,2-64,,RBH-170-0,Pinch backward spring
RT-1011L,Reel To Reel Tape,2-66,,RNG-031-A,Pinch arm (B)
RT-1011L,Reel To Reel Tape,4-47,,RAL-150-0,Name plate (KU model)
RT-1011L,Reel To Reel Tape,5-26,,RXX-111-0,Brake band assembly
RT-1011L,Reel To Reel Tape,5-40,,RNE-513-0,Cord fixer (B) (FV model)
TX-9500II,Tuner,,,ASD-063,Rotary switch (FUNCTION)
TX-9500II,Tuner,,,AWR-130,Power supply assembly (HG)
TX-9500II,Tuner,,FU2,AEK-111,Fuse 800mA (Secondary - KC/KU)
RT-1020L,Reel To Reel Tape,1-20,,RAT-003-0,Cap (bearing)
RT-1020L,Reel To Reel Tape,1-52,,RRH-002-0,Label (amp. adj.)
RT-1020L,Reel To Reel Tape,2-13,,RNA-095-A,Shield case (A)
RT-1020L,Reel To Reel Tape,2-21,,RLP-004-0,Shifter roller
RT-1020L,Reel To Reel Tape,2-42,,RNE-406-0,Spring hook
RT-1020L,Reel To Reel Tape,2-65,,RLA-307-0,Pinch arm shaft
RT-1020L,Reel To Reel Tape,4-17,,RBH-162-0,Reel base spring
RT-1020L,Reel To Reel Tape,4-26,,RXX-111-0,Brake band assembly
SA-5500II,Integrated Amplifier,,,AAD-126,Knob (SPEAKERS)
RG-1,Dynamic Range Expander,,PL3,AEL-058,Lamp (bar type) 8V 0.3A (Meter illumination)
SX-1000TW,Receiver,,,E22-006-0,Pilot Lamp 6.3V 150mA
PL-530,Turntable,,TM,PXM-037,Timing motor
PL-550,Turntable,,,PXA-171,Hinge assembly
PL-71,Turntable,1-38,,KNK-254-C,Name plate D
SX-2500,Receiver,,,K85-020-O,4P Connector for REMOTE CONTROL
SX-3900,Receiver,,,ACT-133,2-gang variable resistor (BALANCE)
SX-3900,Receiver,,,ASR-069,Relay
SX-3900,Receiver,,,ADG-029,AC power cord (KU)
SX-770,Receiver,,VR1,C82-038-0,"250kΩ dual,Volume"
SX-770,Receiver,,,W18-026-0,MUTING Unit
SX-9000,Receiver,,C5,CETG 100MF 100V,Electrolytic 100 100V
SX-9000,Receiver,,,W23-010-0,Main Amp Unit
SX-3800,Receiver,,,ANB-851,Front panel assembly
SX-3800,Receiver,,,AKB-076,Terminal (AM STEREO OUT)
SX-3800,Receiver,,,GWR-122,Power supply assembly
SX-3800,Receiver,,,GWE-133,Tuner assembly
SX-820,Receiver,,,AKP-039,AC socket (AC OUTLETS)
SX-820,Receiver,,S3,ASK-157,Lever switch (LOW FILTER)
SX-3800,Receiver,,VR1,ACT-135,Variable 10k (BASS)
SX-3900,Receiver,,S1,ASG-228,"5-gang push switch (FM, AM, AUX, PHONO2, PHONO1)"
CT-F9191,Cassette Tape,,,RNK-206,Memory marker
CT-F9191,Cassette Tape,,,RSK-026,Lever switch (PAUSE)
CT-F9191,Cassette Tape,,,RKP-007,Connector socket A
CT-F9191,Cassette Tape,,,RXP-032-0,Solenoid D (RESET solenoid)
SX-6000,Receiver,,,K41-002-B,Pilot Lamp (for meters) Socket
TX-9500,Tuner,2-21,,AWK-040-0,AF oscillator assembly
TX-9500,Tuner,2-56,,ANB-313-A,Front panel assembly
TX-6200,Tuner,1-16,,AXA-025-0,Tuning shaft assembly
TX-6200,Tuner,1-37,VR2,ACV-119-0,FM LEVEL 10k-A2
TX-6200,Tuner,,,AKB-014-0,Four-fold phono jack A (RCA type)
TX-5300,Tuner,35,,AEC-166-0,Spacer attached 9
SA-710,Integrated Amplifier,,S4,ASK-171,Lever switch (LOUDNESS)
SA-7700,Integrated Amplifier,,,AMS-028,Side panel R
SA-706,Integrated Amplifier,,,AKP-020,"AC socket (AC OUTLETS - S,S/G)"
SA-606,Integrated Amplifier,,,ACT-117,Variable resistor 100kΩ (TREBLE)
M-22,Amplifier,,C2,ACG-001,Ceramic 0.01 250V
M-22,Amplifier,,,ARG-014,Circuit diagram (for N-type)
QA-800,Integrated Amplifier,,,D51-003-B,Connection cord (white)
QA-800,Integrated Amplifier,,,D51-004-B,Connection cord (red)
QA-800A,Integrated Amplifier,,S3,ASA-031-0,Output selector/Power (FVW)
QC-800,Pre-Amplifier,,S1,ASK-003-0,Lever switch (OUTPUT)
QC-800A,Pre-Amplifier,,VR2,ACV-007-0,"LEVEL control, 500k-B (CH.2)"
QC-800A,Pre-Amplifier,,,E21-017-0,Fuse 0.3A
QC-800A,Pre-Amplifier,,,AHD-103-0,Packing case
QX-4000,Receiver,1,,ANK-026-0,Wire cover metal
QX-4000,Receiver,52,,AWS-023-0,Switch unit
QX-4000,Receiver,,,AAF-020-0,Dial pointer ass'y
QX-4000,Receiver,,,E21-005-0,Fuse 2A
QX-4000,Receiver,,VR2,ACV-008-0,"500k-B, balance (REAR)"
QX-8000,Receiver,,,AAB-001-0,"Knob for BASS, TREBLE and BALANCE"
QX-8000,Receiver,,,K11-043-C,Antenna Terminal
QX-8000A,Receiver,,,M42-071-F,Dial shaft ass'y
QX-9900,Receiver,,,AAD-036-A,Knob (PUSH SWITCH)
QX-9900,Receiver,2-13,,AAF-024-A,Dial pointer
QX-9900,Receiver,2-30,,E32-056-0,AC cord stopper
QX-9900,Receiver,2-85,,M49-025-E,Screw for small pulley
QX-9900,Receiver,,S1,ASG-033-0,Mini-switch (HIGH/LOW FILTER)
QX-9900,Receiver,,VR1,ACV-307-0,"4-gang,voIume"
H-R9000,8-Track Tape,A-59,ME2,CAW-005-0,Level Meter
H-R9000,8-Track Tape,A-3,,B10-863-A,"Screw, M3 x 6"
H-R9000,8-Track Tape,A-11,,CNC-464-0,"Holder, Dial Shaft"
H-R9000,8-Track Tape,A-24,,CBH-074-A,Spring (Dial Pulley B)
H-R9000,8-Track Tape,A-46,,B23-644-0,Insulating Washer
H-R9000,8-Track Tape,B-36,,CBF-034-0,Teflon Washer
H-R9000,8-Track Tape,B-68,,CKS-006-0,Wire Clip
H-R9000,8-Track Tape,2-1,,E36-618-0,Polyethylene Bag for Accessones
H-R100,8-Track Tape,,R3,Y05-241-J,"Resistor, RD¼VS330J 33Ω ±5% ¼W"
H-R99,8-Track Tape,1-17,,N94-828-0,Front Escutcheon
H-R99,8-Track Tape,3-5,,E36-620-0,Polyethylene Bag (for Set)
H-R99,8-Track Tape,,,CRT-025-0,Service manual H-R99
QX-747,Receiver,1-9,,ABA-010-0,Screw M4x15
QX-747,Receiver,1-39,,ANF-159-0,P.C. board holder
QX-747,Receiver,2-13,,AAB-065-0,"Knob (volume, bass, treble, mode,function)"
QX-747,Receiver,2-28,,ANH-170-A,Shield plate
QX-747,Receiver,,C7,ACG-001-0,Ceramic 0.01 250V
QX-747,Receiver,,,PQX-101,Test record
QX-747A,Receiver,,C7,ACH-029,"Electrolytic capacitor 10,000uF 50V"
QX-747A,Receiver,,,AWM-079,Protection circuit assembly
QX-747A,Receiver,,S7,ASF-001,Microswitch (switch cover)
QX-747A,Receiver,,,AKM-013-0,4p plug
QX-949,Receiver,2-12,,AAB-064-A,Knob (Level)
QX-949,Receiver,,,AEC-121-0,Lens (for CD-4 indicator)
QX-949,Receiver,,,AHA-038-0,Side pad (L)
QX-949A,Receiver,,VR2b,ACT-009,Variable resistor 250k-B2 (LEVEL RIGHT REAR)
QX-949A,Receiver,,,ASG-047,"Push switch (INDICATOR LEVEL -10dB, -20dB)  ---- Requires Verification"
QX-949A,Receiver,,,AEC-136,Clip
QT-74,Reel To Reel Tape,2-7,,E34-404-0,Switch cover
QT-74,Reel To Reel Tape,2-8,,S42-403-A,Switch (Contact point off)
QT-74,Reel To Reel Tape,3-35,,W72-864-A,Pinch cover assembly
QT-74,Reel To Reel Tape,3-43,,N54-494-0,Nylon shaft
QT-74,Reel To Reel Tape,5-49,,RWA-002-B,Oscillator assembly
QT-74,Reel To Reel Tape,5-60,,K13-042-A,Terminal strip (4P)
QT-74,Reel To Reel Tape,5-63,,REC-017-0,Meter cushion (A)
QT-74,Reel To Reel Tape,6-14,,RAH-014-0,Aluminum disk
QT-74,Reel To Reel Tape,6-33,,N51-855-A,Stepped washer (C)
QT-74,Reel To Reel Tape,6-49,,M48-401-A,Panel holder
QT-6100,Reel To Reel Tape,3-36,,RNE-356-0,Slide metal lever (A)
QT-6600,Reel To Reel Tape,3-23,,M46-025-B,Cord fixer
QT-6600,Reel To Reel Tape,3-25,,B11-012-A,Screw for ground termianl
QT-6600,Reel To Reel Tape,3-32,,N93-438-0,Capacitor cap
QT-6600,Reel To Reel Tape,4-15,,B31-865-0,Tension adjusting spring
QT-6600,Reel To Reel Tape,4-49,,W72-479-A,Speed selector cam (B) assembly
QT-6600,Reel To Reel Tape,5-15,,RNE-214-A,Spring lever mounting plate
PL-12E,Turntable,1-2,,N62-003-0,Hinge (C)
PL-12E,Turntable,2-50,,KXA-158-B,Spring (C) assembly
PL-12E,Turntable,3-27,,KHK-164-E,Styrotector (R)
PL-570,Turntable,,,PAA-022,Knob (ANTI-SKATE)
PL-570,Turntable,,,PXA-291,Bottom assembly (KUT)
PL-570,Turntable,,,PXA-346,Bottom assembly (KCT)
PL-570,Turntable,,,PXA-245,EV assembly
PL-570,Turntable,,,PPD-550,Tonearm assembly
PL-15D,Turntable,1-18,,KNA-387-A,Guide angle
PL-518,Turntable,,,PHG-243,Packing case (HGT)
PL-510A,Turntable,,,PHG-125,Packing case (KUT model)
PL-510,Turntable,,,KAH-007,Ring
PL-510,Turntable,,,PNW-151,SP Holder C
PL-117D,Turntable,,,ART-166-0,Service manual  PL-117D
PL-25/F,Turntable,12,,N27-609-B,Idler ass’y
PL-51A,Turntable,1-20,,KLA-131-0,Subweight A
PL-51A,Turntable,,,PXA-030-A,Arm rest assembly
PL-55X,Turntable,,,KAH-007-A,Ring
PL-55X,Turntable,,,KXA-245-F,Panel
PL-55X,Turntable,,,KLA-527-0,Push button (SPEED SELECTOR)
PL-A45,Turntable,10-8,,K28-003-0,Terminal (A)
PL-A45D,Turntable,2-35,,KDA-006-0,Cable
PLC-590,Turntable,,,PAT-032,SME-3009/ll aluminum panel
PLC-590,Turntable,,,PXA-353,Connector assembly (J)
PLC-590,Turntable,,,PEB-046,Lamp holder (Power)
PL-A505,Turntable,4-17,,KBH-124-0,Spring
PL-A505,Turntable,5-11,,KNK-263-B,Tonearm packing R
PL-55/55D,Turntable,3-1,,W72-604-0,Coupling plate
PL-55/55D,Turntable,3-8,,N51-607-0,Rotator plate (A) collar
PL-55/55D,Turntable,3-22,,KNK-145-0,Slide am
PL-200/200X,Turntable,1-59,,PBE-012,Washer
PL-200/200X,Turntable,2-1,,PXT-355,Detector lever unit
SX-680/690,Receiver,,,ADG-005,AC power cord (KC type)
PL-560,Turntable,,,PWG-017,Drive control assembly (Include armature core assembly)
SR-303,Reverb,,S7,ASG-215,Push switch (POWER)
SR-303,Reverb,,,AKB-063,"Terminal (REVERB, TAPE)"
SR-303,Reverb,10,,AAD-015,Knob (ATTENUATOR)
TX-9100,Tuner,21,,ANH-142-A,Shield case (B)
TX-9100,Tuner,34,,ANA-038-D,Chassis
PL-600/600X,Turntable,1-47,,PBH-155,Spring
PL-600/600X,Turntable,2-3,,PPD-597,Tonearm assembly (PL-600X)
PL-630,Turntable,,,PDF-097,AC power cord assembly
PL-630,Turntable,,,PEL-025,Lamp
PL-640/S40,Turntable,1-12,,PAD-135,EV button unit
PL-640/S40,Turntable,,,PTX-043,Power transformer (AC 120V) - PL-S40/KCT Type
PL-640/S40,Turntable,,,PXB-333,PU cord assembly  PL-640/R Type
PL-L800,Turntable,1-24,,PXB-233,Panel assembly
PL-L1000,Turntable,1-3,,PRW-068,Caution label
PL-L1000,Turntable,1-15,,PSG-017,Push switch
PL-L1000,Turntable,1-43,,PDG-021,"AC power cord (HET, HBT)"
PL-L1000,Turntable,2-2,,PPD-601,Tone arm assembly
PL-L1000,Turntable,3-18,,PNW-392,Motor pulley
PL-L1000,Turntable,,,PHN-009,Headshell case cover  (HET)
CT-F1050,Cassette Tape,,SL301,RSX-050,Plunger slide-switch
CT-F1050,Cassette Tape,1-52,,REK-058,Fuse 800mA (for 220V or 240V)
CT-F1050,Cassette Tape,2-57,,RAW-156,LED array
CT-F1250,Cassette Tape,4-3,,RBA-044,Screw (A)
CT-F1250,Cassette Tape,7-5,,RHA-174,Side pad L
PL-50,Turntable,1-99,,M16-608-0,Output cable fixed
PL-50,Turntable,7-14,,N91-602-0,Punching metal
PL-50,Turntable,,,R42-115-0,Service manual  PL-50
A-90,Integrated Amplifier,,,AWH-121,Power amp. assembly
A-90,Integrated Amplifier,,RL3,ASR-074,Relay
F-28,Tuner,,,ASG-505,Push switch (POWER)
F-90,Tuner,,,AEC-743,Flexible ring
SA-708,Integrated Amplifier,,,AHD-698,Packing case
CT-F9191,Cassette Tape,,,RXA-559,Flywheel
PL-A35,Turntable,1-41,,B31-030-A,Spring (A)
PL-A35,Turntable,9-5-31,,KWM-015-A,Aluminum plate
PL-A35,Turntable,9-7-11,,N51-794-0,Washer
PL-A35,Turntable,10-6,,N24-006-E,Motor pulley 60Hz
PL-12DII,Turntable,,,PLA-002-0,Motor pulley
RT-707,Reel To Reel Tape,,,RNA-296,Bonnet
RT-707,Reel To Reel Tape,,,RWX-152,Connector assembly R (Improved Model - KCU)
RT-701,Reel To Reel Tape,,,RXP-041,Solenoid (PAUSE)
RT-701,Reel To Reel Tape,,,RXM-033,Capstan motor
RT-909,Reel To Reel,3-42,,RBH-584,Pause lever spring
RT-909,Reel To Reel,3-74,,RWG-105,Control B assembly
RT-909,Reel To Reel,3-111,,RXX-265,Tension roller assembly L
RT-909,Reel To Reel,2-21,S901,RSG-086,Mode switch (MONITOR)
CT-F500/505,Cassette Tape,,,RAA-118,Knob B (INPUT LEVEL L)
CT-F500/505,Cassette Tape,,S10,RSA-021,Power switch
TX-8100,Tuner,1-46,,M46-139-0,Wire holder
TX-8100,Tuner,1-56,,AKR-001-0,"Fuse holder (with line voltage switch - FVZW, FW model)"
TX-8100,Tuner,,,AMM-022-A,Wooden cabinet
TX-8100,Tuner,,,AAA-015-0,Knob (TUNING)
TX-8100,Tuner,,F1,AEK-016-0,"Fuse 0.5A (AC power - FVZW, FW model)"
TX-7100,Tuner,1-12,,AEC-006-0,Pulley
TX-7100,Tuner,1-28,,AEC-079-0,AC cord stopper
TX-7100,Tuner,1-36,,AEC-005-0,Wire clip (B)
TX-7100,Tuner,1-63,,AEB-019-0,P.C. board holder
TX-7100,Tuner,1-66,,AXA-015-A,Tuning pulley assembly
TX-7100,Tuner,,,AAB-043-0,Knob (OUTPUT LEVEL)
TX-6800/608,Tuner,1-8,,AAA-058,Knob (TUNING)
TX-6500II,Tuner,,FU1,AEK-401,Fuse 500mA (Primary - HG)
TX-6500II,Tuner,,,E11-033,Vinyl pouch (S)
CT-F600/605,Cassette Tape,2-15,,RXA-976,Button frame assembly
SX-4,Receiver,,,AKB-079,"Terminal (PHONO,AUX/VIDEO,REC)"
TX-130L,Tuner,,,ANE-357,Top cover
TX-530L,Tuner,,,ADE-015,Cord
SX-202,Receiver,2-15,S101,ASG-541,Push switch (POWER)
CT-F750,Cassette Tape,1-68,,RNK-845,Meter cover
CT-F750,Cassette Tape,1-47,CR001,RWX-150,Spark killer (KC)
C-21,Pre-Amplifier,,,AWF-025,Input Assembly
C-21,Pre-Amplifier,,,AHG-023,Vinyl pouch
C-21,Pre-Amplifier,,,AHB-068,Cardboard spacer
SX-1500TD,Receiver,,,A91-009-D,Tuning Meter (Lower)
SX-3600/720,Receiver,2-54,"Q301,Q302",2SB773A-Q (2SB773A-R),Transistor
SX-3400,Receiver,1-2,,AAD-300,Push knob A (POWER)
SX-3400,Receiver,2-38,,AEC-337,Strain relief (S)
SX-8,Receiver,2-20,,AAD-473,Knob (STOP)
SX-8,Receiver,,FU1,AEK-304,Fuse (8A) 110/120V S/SG-type
SX-8,Receiver,,S36,ASG-533,Push switch (POWER) S/SG-type
F-7,Tuner,,,AAD-333,Knob (AM)
F-7,Tuner,,,ABH-069,Coiled spring
F-7,Tuner,,,ANR-325,Pillar
A-7,Integrated Amplifier,1-19,,AAD-343,Function knob (C - AUX)
A-7,Integrated Amplifier,,,AKB-078,Pin jack 4P
A-7,Integrated Amplifier,2-15,,AEK-400,Fuse T4A FU1
A-7,Integrated Amplifier,2-34,,AEC-327,Strain relief
A-7,Integrated Amplifier,,"VR101, VR102",ACP-078,Variable-resistor (LEVEL ADJ)
SX-D5000,Receiver,2-8,,GWX-531,LED assembly
SX-D5000,Receiver,,,ATT-678,Heater transformer
SX-D5000,Receiver,,,AHD-826,Packing case - HG
SX-D7000,Receiver,,,GWS-260,SWITCH Ass'y (B)
SA-1050,Integrated Amplifier,1-12,,AAB-325,Rotary knob B
SA-1050,Integrated Amplifier,,,AKB-094,Terminal (TAPE1)
SX-1000TD,Receiver,,,W11-028-0,FM Front end
SX-1000TD,Receiver,,,A91-007-0,Tuning Meter
A-27,Integrated Amplifier,,,AEL-047,Lamp with wires (8V 50mA)
A-27,Integrated Amplifier,,,AKP-021,AC Socket (AC OUTLETS) - S/G
A-27,Integrated Amplifier,,,AKB-051,"Terminal (TUNER, AUX, TAPE, PRE OUT, POWER AMP IN)"
A-60,Integrated Amplifier,1-5,,AAD-559,"Function knob ass'y (MC/MM, PHONO, TUNER, CD/AUX)"
A-60,Integrated Amplifier,,T1,ATS-027,Power transformer (220V/240V) - HE
A-70,Integrated Amplifier,,,AEL-388,"LED (BASS, TREBLE)"
A-70,Integrated Amplifier,,,SEA5V4B3B2S,"Push switch (SUBSONIC, LINE STRAIGHT, RANGE)"
A-70,Integrated Amplifier,,,ASG-810,"Push switch (TAPE MONITOR, LOUDNESS)"
A-70,Integrated Amplifier,,,AKB-095,Terminal (INPUT)
A-80,Integrated Amplifier,,,AEL-404,"LED (PEAK POWER, LINE STRAIGHT, SUBSONIC)"
A-80,Integrated Amplifier,,,GWF-155,Equalizer assembly
A-80,Integrated Amplifier,,,AKB-101,"Terminal (TUNER, CD/AUX1, AUX2)"
A-80,Integrated Amplifier,,,GWG-183,Tone control assembly
A-80,Integrated Amplifier,,"FU1, FU2",AEK-119,Fuse (8A/125V) - S
A-77X,Integrated Amplifier,2-5,,AAB-381,"Rotary knob (BASS, TREBLE)"
A-77X,Integrated Amplifier,,,AKN-945,Jack (PHONES)
A-88X,Integrated Amplifier,1-17,,AAD-853,Push knob (TUNER)
A-88X,Integrated Amplifier,,PL1,AEL-172,Pilot lamp
A-88X,Integrated Amplifier,2-2,,AHE-516,Packing case
SA-930,Integrated Amplifier,,D206-D209,AEL-369,LED (FUNCTION)
SA-930,Integrated Amplifier,,,ADG-063,AC power cord - HB
SA-940,Integrated Amplifier,,C2,ACG-001,(0.01/AC250V) - S
SA-950,Integrated Amplifier,,,AKB-093,Terminal (PHONO)
SA-5800/508,Integrated Amplifier,,,AEK-102,Fuse (2.5A)
SA-420,Integrated Amplifier,,VR3,ACT-127,Variable resistor (BASS)
SA-420,Integrated Amplifier,,VR1,ACT-021,Variable resistor (BALANCE)
SA-420,Integrated Amplifier,,,AEC-672,Foot assembly
QL-600A,Integrated Amplifier,,,AWR-016-0,Power supply unit
SX-60,Receiver,,,AEL-169,Lamp (8V-100mA)
SX-600,Receiver,,,ACT-129,"Variable resistor (100k, BASS, TREBLE)"
SX-700,Receiver,,,ART-554-0,Service manual  SX-700
SX-700L,Receiver,,,AKE-048,Terminal (SPEAKERS)
SX-700L,Receiver,,,AAA-069,Knob (TUNING)
SX-700L,Receiver,,,ARB-369,Operating instructions (English)  SX-700L
SG-9,Equalizer,,,ANE-351,Top cover
GR-551,Equalizer,,,ADG-096,AC power cord - HB
GR-777,Equalizer,,,ADG1015,AC power cord - SD/G
RG-2,Dynamic Range Expander,2-17,,ABN-028,Special nut
RG-60,Dynamic Range Expander,,,AEL-426,LED (TAPE/VIDEO-ORN)
RG-60,Dynamic Range Expander,1-4,,GWS-497,"Power switch assembly - S,S/G"
SA-530,Integrated Amplifier,,FU4,AEK-403,Fuse (T2.5A) - HEZ
SA-530,Integrated Amplifier,,C3,CQMA 223K 50,Ceramic capacitor - HEZ
A-77X,Integrated Amplifier,,T3,ATS-217,Power transformer (AC220V) - HE
A-77X,Integrated Amplifier,,,AEP-194,Nylon rivet (Black) - HE
A-77X,Integrated Amplifier,,,AMS-057,Side board - S
A-77X,Integrated Amplifier,,,AEP-194,Nylon rivet (Black) - S/G
SA-7800,Receiver,,,ABN-024,Nut M9
SA-8800,Integrated Amplifier,,,GWX-274,Terminal assembly (S)
Exclusive M3,Amplifier,1-25,,ASX-001-0,Magnet catch holder
SX-1000TA (Early),Receiver,,,AM0151,Power supply Unit
SX-1000TA (Later),Receiver,,,E41-002-0,Dial spring
SX-1000TA (Later),Receiver,,,E22-012-0,Pilot Lamp
SX-580/590,Receiver,,,GWX-177,LED assembly (SX-590/HGW4)
SX-880/890,Receiver,,,ARB-273,Operating instructions (SX-880/SG)
SX-680/690,Receiver,,,GWB-102,FM Front end (SX-680/HGW4)
SX-680/690,Receiver,,T1,ATT-524,Power transformer (SX-680/HG)
SX-680/690,Receiver,,,AKP-016,Panel mount coaxial connector (SX -680/HG)
SX-680/690,Receiver,,,ANE-202,Top plate (SX -680/HG)
SX-680/690,Receiver,,,AMS-032,Side panel (R) (SX -680/HG)
SX-650,Receiver,,,ADG-002,AC power cord - S
PL-A25,Turntable,99,,N11-618-0,Warren motor
PL-A25,Turntable,126,,B21-659-0,Spacer
PL-A25,Turntable,147,,A45-678-A,Nameplate (A)
SX-6,Receiver,,,R42-085-0,Service manual  PL-A25
SX-6,Receiver,1-16,,AAB-274,"Knob (BASS, TREBLE, BALANCE)"
PL-520,Turntable,,,PTT-033,"Power transformer (KUT, KCT)"
PL-520,Turntable,,,PHN-006,Accessory Case
SX-828,Receiver,,,AWM-025,Protector unit (later)
PL-500,Turntable,2-14,,PNW-473,Lens
PL-500X,Turntable,1-3,,PBA-079,Screw
PL-516,Turntable,,,KEB-004,Belt
PL-516,Turntable,,,PBA-073,Screw (Arm base)
PL-516,Turntable,,,PHG-234,Packing case (KUT)
A-858,Integrated Amplifier,,,AWZ2340,Speaker switch assembly
CT-F8282,Cassette Deck,,,RMM-033,Top board assembly
CT-F8282,Cassette Deck,,,RLA-549,Shaft
SA-8500II,Integrated Amplifier,,,ADG-017,AC power cord-S
CT-F700,Cassette Tape,,T1,RTT-132,Power transformer (D type)
CT-F700,Cassette Tape,,,RWX-150,Spark killer (KC type)
CT-F900,Casette Tape,,,RNK-584,Head cover
CT-F900,Casette Tape,,,RAA-225,Knob (INPUT R)
CT-F900,Casette Tape,,,RAC-091,"Knob A (DOLBY NR, INPUT)"
CT-F900,Casette Tape,,,RWX-238,IC amplifier assembly
CT-F900,Casette Tape,,,RHG-221,Packing case (for KU type)
CT-F900,Casette Tape,,,RSG-068,"Push switch C (DOLBY.NR, INPUT)"
SD-1000,Other,,,M61-017-O,Foot
SD-1100,Other,2-5,,AWX-041-0,AF sweep unit
CT-F850,Cassette Tape,4-42,,RXB-064,Motor pulley (B) assembly
CT-F7171,Cassette Tape,1-40,,RNE-792-A,Protection bar
CT-F7171,Cassette Tape,1-60,,RAA-089-0,Knob outer
CT-F7171,Cassette Tape,2-32,,RBA-004-0,Stud screw
CT-F7171,Cassette Tape,2-77,,RNE-673-A,Adjustment plate
CT-F6161,Cassette Tape,2-79,S9,RSK-019-A,Leaf switch (PAUSE)
CT-F6161,Cassette Tape,2-46,,RBH-188-0,FR lever spring D
CT-F6161,Cassette Tape,2-59,,RXA-432-0,Flywheel assembly B
CT-F6161,Cassette Tape,2-88,P,RXP-016-A,Solenoid
CT-F6262,Cassette Tape,,,RBH-287,Spring
CT-F6262,Cassette Tape,,,RXA-558,Bearing
CT-F7272,Cassette Tape,,S8,RSN-011,PLAY Switch
SA-710,Integrated Amplifier,,,ADG-041,AC power cord - HE
A-66X,Integrated Amplifier,1-13,,AAB-421,Rotary knob (VOLUME)(Black)
A-66X,Integrated Amplifier,1-23,,ABA-176,Screw
SX-939,Receiver,,,AHD-212-A,Packing case
SX-939,Receiver,1-23,,AWR-052-0,"Power supply circuit assembly (KSC,F)"
SX-939,Receiver,1-23,,AWR-056-0,Power supply circuit assembly (GN)
SX-939,Receiver,2-1,,AAG-074-A,Dial scale
SX-737,Receiver,41,,AEC-005-0,Wire clip-B
SX-737,Receiver,,,AKP-008-0,Connector (AC power - GN)
SX-737,Receiver,74,,ATB-026-0,Ferrite loopstick antenna
SX-737,Receiver,,,AEK-013-0,Fuse 1.6A (protection- GN)
SX-737,Receiver,,,K91-008-0,Fuse holder (protection GN)
SX-737,Receiver,,,AHD-223-0,Packing case
SX-636,Receiver,11,,AEL-025-0,"Pilot lamp 6V, 30mA (stereo indicator)"
SX-636,Receiver,,,AHD-225-0,Packing case
SX-535,Receiver,4,,E22-032-0,"Pilot lamp 8V, 0.3A (meter)"
SX-535,Receiver,37,,AEC-058-0,Plastic cover
SX-535,Receiver,23,"F7, F8",AEK-400-0,Fuse (protection)  4A (GN)
SX-434,Receiver,F1,,AEK-200-0,Fuse  3A (AC power - KCU)
SX-450,Receiver,,,AAW-053,Meter (AM/FM)
SX-450,Receiver,,,ADG-011,AC cord (KC)
SX-1980,Receiver,,,AAW-076,Meter (SIGNAL)
SX-1980,Receiver,,,ASG-126,Push switch (FUNCTION)
SX-1980,Receiver,,C11,CKDYF 403Z 50,Ceramic  0.04  50V
